,Reason_1,Reason_2,Reason_3,Reason_4,Month Value,Day of the Week,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours
28,False,False,True,False,8,2,289,36,33,205.917,30,0,2,1,8
29,False,False,False,True,8,4,179,51,38,205.917,31,0,0,0,2
30,False,False,True,False,8,0,179,51,38,205.917,31,0,0,0,8
31,False,False,True,False,8,3,235,29,48,205.917,33,0,1,5,8
32,False,False,False,True,8,3,235,11,37,205.917,29,1,1,1,4
33,False,False,True,False,8,0,235,29,48,205.917,33,0,1,5,8
34,False,False,False,True,8,0,179,51,38,205.917,31,0,0,0,2
35,False,False,False,True,8,0,361,52,28,205.917,27,0,1,4,1
36,False,False,False,True,8,1,289,36,33,205.917,30,0,2,1,8
37,True,False,False,False,8,3,291,50,32,205.917,23,0,0,0,4
38,False,False,False,True,8,4,235,29,48,205.917,33,0,1,5,8
39,False,False,False,True,8,4,260,50,36,205.917,23,0,4,0,4
40,False,False,False,True,9,1,184,42,27,241.476,21,0,0,0,2
41,False,False,False,True,9,0,118,10,37,241.476,28,0,0,0,4
42,False,False,False,True,9,1,179,51,38,241.476,31,0,0,0,4
43,False,False,True,False,9,1,235,20,43,241.476,38,0,1,0,8
44,False,False,False,True,9,2,155,12,34,241.476,25,0,2,0,2
45,False,False,False,True,9,6,118,10,37,241.476,28,0,0,0,3
46,False,False,False,True,9,0,179,51,38,241.476,31,0,0,0,3
47,False,False,False,True,9,3,291,31,40,241.476,25,0,1,1,4
48,False,False,False,True,9,4,260,50,36,241.476,23,0,4,0,8
49,True,False,False,False,9,0,291,31,40,241.476,25,0,1,1,32
50,False,False,False,False,9,0,260,50,36,241.476,23,0,4,0,0
51,False,False,False,False,9,0,225,26,28,241.476,24,0,1,2,0
52,False,False,False,True,9,1,225,26,28,241.476,24,0,1,2,2
53,False,False,False,True,9,1,118,10,37,241.476,28,0,0,0,2
54,False,False,False,False,9,1,289,36,33,241.476,30,0,2,1,0
55,False,False,False,False,9,1,118,13,50,241.476,31,0,1,0,0
56,False,False,True,False,9,2,225,26,28,241.476,24,0,1,2,3
57,False,False,False,True,9,2,179,51,38,241.476,31,0,0,0,3
58,False,False,False,False,9,2,369,17,31,241.476,25,0,3,0,0
59,False,False,False,True,9,4,248,25,47,241.476,32,0,2,1,1
60,False,False,False,True,9,4,179,51,38,241.476,31,0,0,0,3
61,False,False,False,True,9,4,260,50,36,241.476,23,0,4,0,4
62,False,False,False,True,10,1,179,51,38,253.465,31,0,0,0,3
63,False,False,False,True,10,1,118,10,37,253.465,28,0,0,0,3
64,False,False,False,False,10,2,118,13,50,253.465,31,0,1,0,0
65,False,False,False,True,10,3,179,26,30,253.465,19,1,0,0,1
66,False,False,False,True,10,4,179,51,38,253.465,31,0,0,0,3
67,False,False,False,True,10,4,225,26,28,253.465,24,0,1,2,3
68,False,False,False,True,10,1,118,10,37,253.465,28,0,0,0,3
69,False,False,False,True,10,2,225,26,28,253.465,24,0,1,2,2
70,False,False,False,True,10,2,248,25,47,253.465,32,0,2,1,2
71,False,False,False,True,10,3,291,31,40,253.465,25,0,1,1,5
72,False,False,False,True,10,2,179,51,38,253.465,31,0,0,0,8
73,False,False,False,True,10,2,225,26,28,253.465,24,0,1,2,3
74,False,False,True,False,10,3,260,50,36,253.465,23,0,4,0,16
75,True,False,False,False,10,1,291,31,40,253.465,25,0,1,1,8
76,False,False,False,True,10,1,225,26,28,253.465,24,0,1,2,2
77,False,False,False,True,10,2,289,36,33,253.465,30,0,2,1,8
78,False,False,False,True,10,4,361,52,28,253.465,27,0,1,4,1
79,False,False,False,True,10,4,260,50,36,253.465,23,0,4,0,3
80,False,False,False,True,11,3,179,51,38,306.345,31,0,0,0,1
81,False,False,False,True,11,2,225,26,28,306.345,24,0,1,2,1
82,True,False,False,False,11,3,179,51,38,306.345,31,0,0,0,8
83,False,False,True,False,11,3,179,22,40,306.345,22,1,2,0,8
84,False,False,False,True,11,3,291,31,40,306.345,25,0,1,1,5
85,True,False,False,False,11,0,155,12,34,306.345,25,0,2,0,32
86,False,False,False,True,11,0,189,29,33,306.345,25,0,2,2,8
87,True,False,False,False,11,0,291,31,40,306.345,25,0,1,1,40
88,False,False,False,True,11,2,225,26,28,306.345,24,0,1,2,1
89,True,False,False,False,11,4,155,12,34,306.345,25,0,2,0,8
90,False,False,False,True,11,2,225,26,28,306.345,24,0,1,2,3
91,False,False,True,False,11,2,179,22,40,306.345,22,1,2,0,8
92,True,False,False,False,11,4,225,26,28,306.345,24,0,1,2,3
93,False,False,False,True,11,4,260,50,36,306.345,23,0,4,0,4
94,False,False,False,True,11,0,248,25,47,306.345,32,0,2,1,1
95,False,False,False,True,11,1,225,26,28,306.345,24,0,1,2,3
96,True,False,False,False,11,2,289,36,33,306.345,30,0,2,1,24
97,False,False,False,True,11,3,291,31,40,306.345,25,0,1,1,3
98,False,False,False,True,12,1,248,25,47,261.306,32,0,2,1,1
99,False,False,True,False,12,1,118,10,37,261.306,28,0,0,0,64
100,False,False,False,True,12,2,118,13,50,261.306,31,0,1,0,2
101,False,False,False,True,12,2,235,11,37,261.306,29,1,1,1,8
102,False,False,False,True,12,3,225,26,28,261.306,24,0,1,2,2
103,False,False,False,True,12,4,260,50,36,261.306,23,0,4,0,8
104,False,False,True,False,12,1,118,10,37,261.306,28,0,0,0,56
105,False,False,False,True,12,2,361,52,28,261.306,27,0,1,4,8
106,False,False,False,True,12,3,225,26,28,261.306,24,0,1,2,3
107,False,False,False,True,12,4,260,50,36,261.306,23,0,4,0,3
108,False,False,False,True,12,1,225,26,28,261.306,24,0,1,2,2
109,False,False,False,True,12,2,361,52,28,261.306,27,0,1,4,8
110,False,False,False,True,12,4,118,10,37,261.306,28,0,0,0,2
111,False,False,True,False,12,4,246,25,41,261.306,23,0,0,0,8
112,False,False,False,True,12,4,225,26,28,261.306,24,0,1,2,2
113,False,False,False,True,1,2,225,26,28,308.593,24,0,1,2,1
114,False,False,True,False,1,0,118,10,37,308.593,28,0,0,0,1
115,False,False,False,True,1,1,118,10,37,308.593,28,0,0,0,1
116,False,False,True,False,1,1,155,12,34,308.593,25,0,2,0,8
117,False,False,False,True,1,2,225,26,28,308.593,24,0,1,2,2
118,False,False,False,True,1,3,184,42,27,308.593,21,0,0,0,2
119,False,False,False,True,1,3,225,26,28,308.593,24,0,1,2,2
120,False,False,False,True,1,4,225,26,28,308.593,24,0,1,2,1
121,False,False,False,True,1,0,118,10,37,308.593,28,0,0,0,2
122,False,False,False,True,1,1,225,26,28,308.593,24,0,1,2,2
123,False,False,False,True,1,1,118,10,37,308.593,28,0,0,0,2
124,False,False,False,True,1,2,118,10,37,308.593,28,0,0,0,2
125,False,False,False,True,1,3,118,10,37,308.593,28,0,0,0,2
126,False,False,False,True,1,4,118,10,37,308.593,28,0,0,0,2
127,False,False,False,True,1,0,118,10,37,308.593,28,0,0,0,2
128,False,False,False,True,1,1,118,10,37,308.593,28,0,0,0,2
129,False,False,True,False,1,1,179,26,30,308.593,19,1,0,0,8
130,False,False,True,False,1,1,289,36,33,308.593,30,0,2,1,8
131,False,False,False,True,1,2,118,10,37,308.593,28,0,0,0,2
132,False,False,False,True,1,3,184,42,27,308.593,21,0,0,0,2
133,False,False,False,True,1,3,118,10,37,308.593,28,0,0,0,2
134,False,False,False,True,1,0,118,10,37,308.593,28,0,0,0,0
135,False,False,False,True,1,1,225,26,28,308.593,24,0,1,2,1
136,False,False,False,True,1,3,289,36,33,308.593,30,0,2,1,3
137,False,False,False,True,2,4,184,42,27,302.585,21,0,0,0,1
138,True,False,False,False,2,2,246,25,41,302.585,23,0,0,0,8
139,True,False,False,False,2,2,179,51,38,302.585,31,0,0,0,8
140,False,False,False,True,2,3,155,12,34,302.585,25,0,2,0,2
141,False,False,False,True,2,3,189,29,33,302.585,25,0,2,2,8
142,False,False,False,True,2,4,260,50,36,302.585,23,0,4,0,2
143,False,False,False,True,2,4,289,36,33,302.585,30,0,2,1,8
144,True,False,False,False,2,0,388,15,50,302.585,24,0,0,0,8
145,True,False,False,False,2,1,388,15,50,302.585,24,0,0,0,8
146,False,False,False,True,2,0,225,26,28,302.585,24,0,1,2,2
147,False,False,False,True,2,1,225,26,28,302.585,24,0,1,2,2
148,False,False,False,True,2,1,179,26,30,302.585,19,1,0,0,1
149,False,False,False,True,2,1,184,42,27,302.585,21,0,0,0,8
150,False,False,False,True,2,3,225,26,28,302.585,24,0,1,2,3
151,False,False,True,False,2,0,330,16,28,302.585,25,1,0,0,8
152,False,False,False,True,2,1,330,16,28,302.585,25,1,0,0,1
153,False,False,False,True,2,2,225,26,28,302.585,24,0,1,2,1
154,False,False,True,False,2,3,189,29,33,302.585,25,0,2,2,8
155,False,False,False,True,3,1,291,50,32,343.253,23,0,0,0,2
156,False,False,True,False,3,1,260,50,36,343.253,23,0,4,0,8
157,False,False,True,False,3,1,157,27,29,343.253,22,0,0,0,3
158,False,True,False,False,3,1,179,22,40,343.253,22,1,2,0,8
159,False,False,False,True,3,2,291,31,40,343.253,25,0,1,1,8
160,True,False,False,False,3,2,260,50,36,343.253,23,0,4,0,8
161,True,False,False,False,3,3,179,26,30,343.253,19,1,0,0,8
162,True,False,False,False,3,4,248,25,47,343.253,32,0,2,1,3
163,True,False,False,False,3,4,260,50,36,343.253,23,0,4,0,40
164,True,False,False,False,3,0,179,22,40,343.253,22,1,2,0,40
165,True,False,False,False,3,0,155,12,34,343.253,25,0,2,0,16
166,False,False,False,True,3,0,260,50,36,343.253,23,0,4,0,16
167,True,False,False,False,3,1,155,12,34,343.253,25,0,2,0,8
168,True,False,False,False,3,3,289,36,33,343.253,30,0,2,1,8
169,True,False,False,False,3,3,179,22,40,343.253,22,1,2,0,8
170,False,False,False,True,3,4,260,50,36,343.253,23,0,4,0,4
171,False,False,False,True,3,4,225,26,28,343.253,24,0,1,2,1
172,True,False,False,False,3,0,279,5,39,343.253,24,0,2,0,8
173,True,False,False,False,3,1,179,51,38,343.253,31,0,0,0,24
174,False,False,False,True,3,2,225,26,28,343.253,24,0,1,2,2
175,True,False,False,False,3,0,225,26,28,343.253,24,0,1,2,8
176,True,False,False,False,3,0,179,26,30,343.253,19,1,0,0,1
177,True,False,False,False,3,1,225,26,28,343.253,24,0,1,2,8
178,True,False,False,False,3,2,225,26,28,343.253,24,0,1,2,16
179,True,False,False,False,3,2,179,51,38,343.253,31,0,0,0,3
180,True,False,False,False,3,3,279,5,39,343.253,24,0,2,0,16
181,False,False,False,True,3,4,225,26,28,343.253,24,0,1,2,2
182,True,False,False,False,3,4,248,25,47,343.253,32,0,2,1,3
183,False,False,False,True,3,0,225,26,28,343.253,24,0,1,2,1
184,False,False,False,True,4,2,291,31,40,326.452,25,0,1,1,1
185,False,False,False,True,4,2,225,26,28,326.452,24,0,1,2,1
186,False,False,False,True,4,1,155,12,34,326.452,25,0,2,0,1
187,True,False,False,False,4,2,246,25,41,326.452,23,0,0,0,24
188,False,False,False,True,4,3,155,12,34,326.452,25,0,2,0,1
189,False,False,False,True,4,4,225,26,28,326.452,24,0,1,2,2
190,False,False,False,True,4,4,260,50,36,326.452,23,0,4,0,4
191,True,False,False,False,4,2,179,51,38,326.452,31,0,0,0,24
192,False,False,False,True,4,3,118,13,50,326.452,31,0,1,0,1
193,False,False,False,True,4,4,291,31,40,326.452,25,0,1,1,3
194,True,False,False,False,4,4,246,25,41,326.452,23,0,0,0,8
195,False,False,False,True,4,4,291,31,40,326.452,25,0,1,1,1
196,False,False,False,True,4,4,248,25,47,326.452,32,0,2,1,8
197,False,False,True,False,4,4,260,50,36,326.452,23,0,4,0,56
198,False,False,True,False,4,1,289,36,33,326.452,30,0,2,1,8
199,True,False,False,False,4,2,155,12,34,326.452,25,0,2,0,24
200,False,False,True,False,4,2,378,49,36,326.452,21,0,2,4,8
201,True,False,False,False,4,3,289,36,33,326.452,30,0,2,1,16
202,True,False,False,False,4,4,235,11,37,326.452,29,1,1,1,3
203,False,False,False,False,4,0,235,29,48,326.452,33,0,1,5,0
204,True,False,False,False,5,2,289,36,33,378.884,30,0,2,1,8
205,False,False,False,True,5,3,155,12,34,378.884,25,0,2,0,2
206,False,False,False,True,5,0,155,12,34,378.884,25,0,2,0,1
207,False,False,True,False,5,1,179,51,38,378.884,31,0,0,0,8
208,False,False,True,False,5,1,225,26,28,378.884,24,0,1,2,8
209,True,False,False,False,5,2,184,42,27,378.884,21,0,0,0,4
210,False,False,False,True,5,0,155,12,34,378.884,25,0,2,0,2
211,True,False,False,False,5,1,179,51,38,378.884,31,0,0,0,1
212,True,False,False,False,5,2,289,36,33,378.884,30,0,2,1,24
213,False,False,False,False,5,2,279,5,39,378.884,24,0,2,0,0
214,False,False,False,False,5,2,330,16,28,378.884,25,1,0,0,0
215,False,False,False,False,5,2,378,49,36,378.884,21,0,2,4,0
216,False,False,False,False,5,2,388,15,50,378.884,24,0,0,0,0
217,True,False,False,False,5,1,179,51,38,378.884,31,0,0,0,1
218,True,False,False,False,5,2,118,13,50,378.884,31,0,1,0,24
219,False,False,False,True,5,4,361,52,28,378.884,27,0,1,4,8
220,False,False,True,False,6,0,246,25,41,377.55,23,0,0,0,8
221,False,False,False,True,6,0,361,52,28,377.55,27,0,1,4,8
222,True,False,False,False,6,1,246,25,41,377.55,23,0,0,0,24
223,False,False,False,True,6,3,291,31,40,377.55,25,0,1,1,4
224,True,False,False,False,6,4,246,25,41,377.55,23,0,0,0,8
225,True,False,False,False,6,0,179,51,38,377.55,31,0,0,0,8
226,False,False,False,True,6,0,155,12,34,377.55,25,0,2,0,4
227,True,False,False,False,6,0,246,25,41,377.55,23,0,0,0,8
228,True,False,False,False,6,2,118,13,50,377.55,31,0,1,0,8
229,True,False,False,False,6,4,235,11,37,377.55,29,1,1,1,16
230,False,False,False,True,6,1,118,13,50,377.55,31,0,1,0,1
231,True,False,False,False,6,2,118,13,50,377.55,31,0,1,0,80
232,False,False,False,True,6,3,378,49,36,377.55,21,0,2,4,8
233,True,False,False,False,6,4,179,51,38,377.55,31,0,0,0,2
234,False,False,False,True,6,0,289,48,49,377.55,36,0,0,2,2
235,False,False,False,True,6,3,225,26,28,377.55,24,0,1,2,2
236,False,False,True,False,7,1,155,12,34,275.312,25,0,2,0,16
237,True,False,False,False,7,2,118,13,50,275.312,31,0,1,0,8
238,True,False,False,False,7,4,118,10,37,275.312,28,0,0,0,8
239,False,False,False,True,7,4,118,10,37,275.312,28,0,0,0,4
240,False,False,False,True,7,1,330,16,28,275.312,25,1,0,0,8
241,False,False,True,False,7,3,179,26,30,275.312,19,1,0,0,8
242,False,False,False,True,7,4,155,12,34,275.312,25,0,2,0,2
243,True,False,False,False,7,0,330,16,28,275.312,25,1,0,0,8
244,True,False,False,False,7,1,330,16,28,275.312,25,1,0,0,8
245,False,False,False,True,7,0,157,27,29,275.312,22,0,0,0,3
246,False,False,False,True,7,1,361,52,28,275.312,27,0,1,4,8
247,False,False,False,True,7,2,289,36,33,275.312,30,0,2,1,8
248,False,False,False,True,7,3,179,51,38,275.312,31,0,0,0,8
249,False,False,True,False,7,0,289,36,33,275.312,30,0,2,1,32
250,False,False,True,False,7,3,289,36,33,275.312,30,0,2,1,8
251,False,False,False,False,7,3,260,50,36,275.312,23,0,4,0,0
252,False,False,True,False,8,3,289,36,33,265.615,30,0,2,1,8
253,False,False,True,False,8,3,157,27,29,265.615,22,0,0,0,3
254,False,False,False,True,8,6,289,36,33,265.615,30,0,2,1,1
255,False,False,True,False,8,0,228,14,58,265.615,22,0,2,1,8
256,True,False,False,False,8,2,300,26,43,265.615,25,0,2,1,1
257,True,False,False,False,8,2,300,26,43,265.615,25,0,2,1,2
258,False,False,False,True,8,3,260,50,36,265.615,23,0,4,0,4
259,False,False,False,True,8,0,289,36,33,265.615,30,0,2,1,4
260,False,False,False,True,8,1,248,25,47,265.615,32,0,2,1,1
261,True,False,False,False,8,2,268,11,33,265.615,25,1,0,0,8
262,False,False,False,True,8,2,179,26,30,265.615,19,1,0,0,1
263,True,False,False,False,8,2,118,13,50,265.615,31,0,1,0,3
264,False,False,False,True,8,6,248,25,47,265.615,32,0,2,1,2
265,False,False,False,True,8,0,235,11,37,265.615,29,1,1,1,1
266,False,False,False,True,8,2,118,13,50,265.615,31,0,1,0,1
267,False,False,True,False,8,2,235,11,37,265.615,29,1,1,1,8
268,True,False,False,False,8,0,361,52,28,265.615,27,0,1,4,8
269,True,False,False,False,8,1,184,42,27,265.615,21,0,0,0,8
270,True,False,False,False,9,0,179,51,38,294.217,31,0,0,0,8
271,False,False,False,True,9,4,179,51,38,294.217,31,0,0,0,3
272,False,False,True,False,9,2,289,36,33,294.217,30,0,2,1,24
273,False,False,False,False,9,3,235,20,43,294.217,38,0,1,0,0
274,True,False,False,False,9,0,246,25,41,294.217,23,0,0,0,16
275,False,False,False,True,9,1,291,31,40,294.217,25,0,1,1,3
276,False,False,False,False,9,1,231,35,39,294.217,35,0,2,2,0
277,False,False,False,False,9,1,291,50,32,294.217,23,0,0,0,0
278,True,False,False,False,9,2,179,51,38,294.217,31,0,0,0,8
279,True,False,False,False,9,2,246,25,41,294.217,23,0,0,0,32
280,False,False,False,True,9,3,179,51,38,294.217,31,0,0,0,1
281,False,False,False,True,9,4,291,31,40,294.217,25,0,1,1,4
282,False,False,False,True,9,4,260,50,36,294.217,23,0,4,0,4
283,False,False,False,True,9,2,235,20,43,294.217,38,0,1,0,8
284,False,False,False,True,9,3,118,13,50,294.217,31,0,1,0,1
285,False,False,False,False,9,3,235,20,43,294.217,38,0,1,0,0
286,False,False,False,True,9,4,291,31,40,294.217,25,0,1,1,3
287,True,False,False,False,9,0,291,31,40,294.217,25,0,1,1,40
288,True,False,False,False,9,0,179,51,38,294.217,31,0,0,0,8
289,False,False,False,True,10,2,289,36,33,265.017,30,0,2,1,8
290,False,False,False,True,10,2,235,11,37,265.017,29,1,1,1,4
291,False,False,False,True,10,2,289,36,33,265.017,30,0,2,1,8
292,False,False,False,True,10,3,289,36,33,265.017,30,0,2,1,8
293,False,False,False,False,10,3,118,13,50,265.017,31,0,1,0,0
294,False,False,False,False,10,3,248,25,47,265.017,32,0,2,1,0
295,True,False,False,False,10,2,179,26,30,265.017,19,1,0,0,8
296,True,False,False,False,10,2,118,10,37,265.017,28,0,0,0,3
297,False,False,False,True,10,2,369,17,31,265.017,25,0,3,0,8
298,False,False,False,True,10,4,179,51,38,265.017,31,0,0,0,1
299,True,False,False,False,10,4,179,26,30,265.017,19,1,0,0,64
300,False,False,False,False,10,4,235,20,43,265.017,38,0,1,0,0
301,False,False,True,False,10,5,289,36,33,265.017,30,0,2,1,16
302,False,False,False,True,10,6,260,50,36,265.017,23,0,4,0,3
303,False,False,False,False,10,6,235,20,43,265.017,38,0,1,0,0
304,False,False,False,True,10,2,235,20,43,265.017,38,0,1,0,2
305,False,False,False,True,10,2,235,20,43,265.017,38,0,1,0,2
306,False,False,False,True,10,3,118,13,50,265.017,31,0,1,0,1
307,False,False,False,True,10,3,291,31,40,265.017,25,0,1,1,4
308,False,False,False,True,10,5,179,26,30,265.017,19,1,0,0,16
309,False,False,False,True,10,5,118,13,50,265.017,31,0,1,0,1
310,True,False,False,False,10,2,361,52,28,265.017,27,0,1,4,8
311,False,False,False,False,10,3,260,50,36,265.017,23,0,4,0,0
312,False,False,False,False,10,3,291,31,40,265.017,25,0,1,1,0
313,False,False,False,False,10,3,157,27,29,265.017,22,0,0,0,0
314,True,False,False,False,10,4,179,26,30,265.017,19,1,0,0,5
315,True,False,False,False,10,4,179,26,30,265.017,19,1,0,0,5
316,False,False,False,True,10,5,118,13,50,265.017,31,0,1,0,1
317,True,False,False,False,11,0,118,10,37,284.031,28,0,0,0,8
318,False,False,False,True,11,0,248,25,47,284.031,32,0,2,1,2
319,True,False,False,False,11,1,179,51,38,284.031,31,0,0,0,8
320,False,False,False,True,11,4,260,50,36,284.031,23,0,4,0,3
321,False,False,False,True,11,0,291,31,40,284.031,25,0,1,1,1
322,True,False,False,False,11,0,378,49,36,284.031,21,0,2,4,8
323,True,False,False,False,11,0,155,12,34,284.031,25,0,2,0,120
324,False,False,False,True,11,0,235,20,43,284.031,38,0,1,0,8
325,False,False,False,False,11,1,330,16,28,284.031,25,1,0,0,0
326,False,False,True,False,11,2,235,11,37,284.031,29,1,1,1,1
327,True,False,False,False,11,2,118,10,37,284.031,28,0,0,0,3
328,False,False,False,True,11,3,235,11,37,284.031,29,1,1,1,2
329,False,False,False,True,11,3,179,51,38,284.031,31,0,0,0,3
330,True,False,False,False,11,4,246,25,41,284.031,23,0,0,0,8
331,True,False,False,False,11,4,291,31,40,284.031,25,0,1,1,4
332,True,False,False,False,11,0,246,25,41,284.031,23,0,0,0,8
333,False,False,False,True,11,1,179,51,38,284.031,31,0,0,0,1
334,True,False,False,False,11,2,260,50,36,284.031,23,0,4,0,8
335,False,True,False,False,11,4,260,50,36,284.031,23,0,4,0,8
336,False,False,False,False,11,4,378,49,36,284.031,21,0,2,4,0
337,False,False,False,False,11,1,279,5,39,284.031,24,0,2,0,0
338,False,False,False,True,11,3,179,51,38,284.031,31,0,0,0,1
339,True,False,False,False,12,0,225,26,28,236.629,24,0,1,2,3
340,False,False,False,True,12,0,179,51,38,236.629,31,0,0,0,2
341,False,False,False,True,12,0,179,51,38,236.629,31,0,0,0,1
342,False,False,False,True,12,0,235,11,37,236.629,29,1,1,1,3
343,False,False,False,True,12,1,118,13,50,236.629,31,0,1,0,1
344,False,False,False,True,12,4,260,50,36,236.629,23,0,4,0,4
345,True,False,False,False,12,3,246,25,41,236.629,23,0,0,0,8
346,False,False,False,True,12,3,179,51,38,236.629,31,0,0,0,1
347,False,False,False,True,12,4,179,51,38,236.629,31,0,0,0,1
348,False,False,False,True,12,1,179,26,30,236.629,19,1,0,0,1
349,False,False,False,True,12,1,118,10,37,236.629,28,0,0,0,8
350,False,False,False,True,12,3,235,11,37,236.629,29,1,1,1,2
351,False,False,False,True,12,4,179,51,38,236.629,31,0,0,0,1
352,True,False,False,False,12,1,235,20,43,236.629,38,0,1,0,8
353,True,False,False,False,12,1,235,11,37,236.629,29,1,1,1,4
354,False,False,False,True,12,2,260,50,36,236.629,23,0,4,0,8
355,False,False,False,True,12,0,157,27,29,236.629,22,0,0,0,2
356,False,False,False,True,12,0,179,51,38,236.629,31,0,0,0,3
357,False,False,True,False,12,0,289,36,33,236.629,30,0,2,1,8
358,False,False,False,True,1,2,225,26,28,330.061,24,0,1,2,5
359,False,False,True,False,1,0,118,10,37,330.061,28,0,0,0,32
360,False,False,False,True,1,0,155,12,34,330.061,25,0,2,0,2
361,True,False,False,False,1,1,235,11,37,330.061,29,1,1,1,1
362,False,False,False,True,1,1,155,12,34,330.061,25,0,2,0,4
363,False,False,False,True,1,0,289,36,33,330.061,30,0,2,1,8
364,True,False,False,False,1,2,291,31,40,330.061,25,0,1,1,8
365,False,False,False,True,1,0,235,20,43,330.061,38,0,1,0,8
366,False,False,False,True,1,0,118,13,50,330.061,31,0,1,0,4
367,False,False,False,True,1,2,179,51,38,330.061,31,0,0,0,1
368,False,False,False,True,1,4,179,51,38,330.061,31,0,0,0,1
369,False,False,False,True,2,1,118,10,37,251.818,28,0,0,0,2
370,False,False,False,True,2,2,179,51,38,251.818,31,0,0,0,3
371,True,False,False,False,2,2,225,26,28,251.818,24,0,1,2,1
372,False,False,False,True,2,4,289,36,33,251.818,30,0,2,1,3
373,False,False,False,True,2,4,260,50,36,251.818,23,0,4,0,3
374,False,False,False,True,2,4,179,51,38,251.818,31,0,0,0,3
375,False,False,False,True,2,0,179,51,38,251.818,31,0,0,0,2
376,False,False,False,True,2,2,179,51,38,251.818,31,0,0,0,3
377,True,False,False,False,2,3,179,51,38,251.818,31,0,0,0,8
378,False,False,False,True,2,3,246,25,41,251.818,23,0,0,0,8
379,False,False,False,True,2,4,179,51,38,251.818,31,0,0,0,3
380,False,False,False,True,2,0,189,29,33,251.818,25,0,2,2,8
381,False,False,False,True,2,0,179,51,38,251.818,31,0,0,0,3
382,False,False,False,True,2,1,246,25,41,251.818,23,0,0,0,2
383,False,False,False,True,2,1,291,31,40,251.818,25,0,1,1,2
384,True,False,False,False,2,2,157,27,29,251.818,22,0,0,0,16
385,False,False,False,True,2,2,179,51,38,251.818,31,0,0,0,3
386,False,False,False,True,2,4,179,51,38,251.818,31,0,0,0,3
387,True,False,False,False,2,4,246,25,41,251.818,23,0,0,0,24
388,False,False,False,True,2,2,179,51,38,251.818,31,0,0,0,3
389,False,False,False,True,2,4,179,51,38,251.818,31,0,0,0,3
390,False,False,True,False,3,1,118,10,37,244.387,28,0,0,0,8
391,False,False,True,False,3,2,246,25,41,244.387,23,0,0,0,16
392,False,False,False,True,3,4,246,25,41,244.387,23,0,0,0,2
393,False,False,False,True,3,4,260,50,36,244.387,23,0,4,0,4
394,False,False,False,True,3,0,179,51,38,244.387,31,0,0,0,2
395,False,False,False,True,3,0,235,11,37,244.387,29,1,1,1,8
396,False,False,False,True,3,1,179,22,40,244.387,22,1,2,0,8
397,False,False,False,True,3,1,378,49,36,244.387,21,0,2,4,8
398,False,False,False,True,3,0,179,51,38,244.387,31,0,0,0,16
399,False,False,False,True,3,2,361,52,28,244.387,27,0,1,4,8
400,False,False,False,False,3,2,369,17,31,244.387,25,0,3,0,0
401,False,False,True,False,3,3,235,11,37,244.387,29,1,1,1,8
402,False,False,False,True,3,4,118,13,50,244.387,31,0,1,0,2
403,True,False,False,False,3,1,118,13,50,244.387,31,0,1,0,3
404,True,False,False,False,3,2,118,13,50,244.387,31,0,1,0,8
405,False,False,False,False,3,3,235,11,37,244.387,29,1,1,1,0
